user_id,item_id,title,image_url
U002,B0024,A neon green shoe with a black background,https://images.unsplash.com/photo-1719759674376-a001dc166cb6?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4NDE4NjB8MHwxfHNlYXJjaHwyNHx8c3BvcnRzJTIwc2hvZXN8ZW58MHx8fHwxNzY1MzU2MzU3fDA&ixlib=rb-4.1.0&q=80&w=1080
U002,B0025,red and white nike shoe,https://images.unsplash.com/photo-1623961750651-da5deaa8a49e?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4NDE4NjB8MHwxfHNlYXJjaHwyNXx8c3BvcnRzJTIwc2hvZXN8ZW58MHx8fHwxNzY1MzU2MzU3fDA&ixlib=rb-4.1.0&q=80&w=1080
U002,B0026,grayscale photo of person wearing nike shoes,https://images.unsplash.com/photo-1629368713367-344aca9f8478?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4NDE4NjB8MHwxfHNlYXJjaHwyNnx8c3BvcnRzJTIwc2hvZXN8ZW58MHx8fHwxNzY1MzU2MzU3fDA&ixlib=rb-4.1.0&q=80&w=1080
U002,B0027,person in red and white nike sneakers,https://images.unsplash.com/photo-1629368713457-1ea9f57b5c9d?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4NDE4NjB8MHwxfHNlYXJjaHwyN3x8c3BvcnRzJTIwc2hvZXN8ZW58MHx8fHwxNzY1MzU2MzU3fDA&ixlib=rb-4.1.0&q=80&w=1080
U002,B0028,a toy car on grass,https://images.unsplash.com/photo-1670416035623-6538fd6810c9?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4NDE4NjB8MHwxfHNlYXJjaHwyOHx8c3BvcnRzJTIwc2hvZXN8ZW58MHx8fHwxNzY1MzU2MzU3fDA&ixlib=rb-4.1.0&q=80&w=1080
U002,B0029,orange and white nike athletic shoe,https://images.unsplash.com/photo-1623961750666-21b483e1a1bf?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4NDE4NjB8MHwxfHNlYXJjaHwyOXx8c3BvcnRzJTIwc2hvZXN8ZW58MHx8fHwxNzY1MzU2MzU3fDA&ixlib=rb-4.1.0&q=80&w=1080
U002,B0030,person standing on brown and white surface,https://images.unsplash.com/photo-1534185468818-f3eba1d779c0?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4NDE4NjB8MHwxfHNlYXJjaHwzMHx8c3BvcnRzJTIwc2hvZXN8ZW58MHx8fHwxNzY1MzU2MzU3fDA&ixlib=rb-4.1.0&q=80&w=1080
U002,B0031,pair of black-white-and-red Air Jordan 1 shoes,https://images.unsplash.com/photo-1552346154-21d32810aba3?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4NDE4NjB8MHwxfHNlYXJjaHwzMXx8c3BvcnRzJTIwc2hvZXN8ZW58MHx8fHwxNzY1MzU2MzU4fDA&ixlib=rb-4.1.0&q=80&w=1080
U002,B0032,pair of white black and red Nike sneakers on floor,https://images.unsplash.com/photo-1552346053-c33aa8b3d665?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4NDE4NjB8MHwxfHNlYXJjaHwzMnx8c3BvcnRzJTIwc2hvZXN8ZW58MHx8fHwxNzY1MzU2MzU4fDA&ixlib=rb-4.1.0&q=80&w=1080
U002,B0033,pair of Air Jordan 1's on bench,https://images.unsplash.com/photo-1552346210-468fb42f5e5b?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4NDE4NjB8MHwxfHNlYXJjaHwzM3x8c3BvcnRzJTIwc2hvZXN8ZW58MHx8fHwxNzY1MzU2MzU4fDA&ixlib=rb-4.1.0&q=80&w=1080
U002,B0034,A person is wearing a white shoe.,https://images.unsplash.com/photo-1741478551653-0d9107fccd0f?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4NDE4NjB8MHwxfHNlYXJjaHwzNHx8c3BvcnRzJTIwc2hvZXN8ZW58MHx8fHwxNzY1MzU2MzU4fDA&ixlib=rb-4.1.0&q=80&w=1080
U002,B0035,pair of white-black-and-red Air Jordan 1's,https://images.unsplash.com/photo-1552346318-f82ee4ffa2d4?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4NDE4NjB8MHwxfHNlYXJjaHwzNXx8c3BvcnRzJTIwc2hvZXN8ZW58MHx8fHwxNzY1MzU2MzU4fDA&ixlib=rb-4.1.0&q=80&w=1080
U002,B0036,Nike Air Jordan 1 shoes near chain link fence,https://images.unsplash.com/photo-1552346094-f0742e13b3b8?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4NDE4NjB8MHwxfHNlYXJjaHwzNnx8c3BvcnRzJTIwc2hvZXN8ZW58MHx8fHwxNzY1MzU2MzU4fDA&ixlib=rb-4.1.0&q=80&w=1080
U002,B0037,unpaired red Air Jordan 1 shoe,https://images.unsplash.com/photo-1552346210-57dc21545e80?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4NDE4NjB8MHwxfHNlYXJjaHwzN3x8c3BvcnRzJTIwc2hvZXN8ZW58MHx8fHwxNzY1MzU2MzU4fDA&ixlib=rb-4.1.0&q=80&w=1080
U002,B0038,A pair of shoes on display in a glass case,https://images.unsplash.com/photo-1739138054456-0aca1b90e4a9?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4NDE4NjB8MHwxfHNlYXJjaHwzOHx8c3BvcnRzJTIwc2hvZXN8ZW58MHx8fHwxNzY1MzU2MzU4fDA&ixlib=rb-4.1.0&q=80&w=1080
U002,B0039,A pair of sneakers on a metal stand,https://images.unsplash.com/photo-1739138053507-0f312a938451?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4NDE4NjB8MHwxfHNlYXJjaHwzOXx8c3BvcnRzJTIwc2hvZXN8ZW58MHx8fHwxNzY1MzU2MzU4fDA&ixlib=rb-4.1.0&q=80&w=1080
U002,B0040,Rows of sneakers displayed on shelves in a store.,https://images.unsplash.com/photo-1760302318631-a8d342cd4951?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4NDE4NjB8MHwxfHNlYXJjaHw0MHx8c3BvcnRzJTIwc2hvZXN8ZW58MHx8fHwxNzY1MzU2MzU4fDA&ixlib=rb-4.1.0&q=80&w=1080
U003,B0041,a group of people wearing black shoes,https://images.unsplash.com/photo-1664213623450-82226b159181?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4NDE4NjB8MHwxfHNlYXJjaHw0MXx8c3BvcnRzJTIwc2hvZXN8ZW58MHx8fHwxNzY1MzU2MzU4fDA&ixlib=rb-4.1.0&q=80&w=1080
U003,B0042,Athlete preparing to lift a barbell with their hands.,https://images.unsplash.com/photo-1741478551865-da01fd4af0e4?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4NDE4NjB8MHwxfHNlYXJjaHw0Mnx8c3BvcnRzJTIwc2hvZXN8ZW58MHx8fHwxNzY1MzU2MzU4fDA&ixlib=rb-4.1.0&q=80&w=1080
U003,B0043,a close up of a green and white shoe,https://images.unsplash.com/photo-1695459468644-717c8ae17eed?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4NDE4NjB8MHwxfHNlYXJjaHw0M3x8c3BvcnRzJTIwc2hvZXN8ZW58MHx8fHwxNzY1MzU2MzU4fDA&ixlib=rb-4.1.0&q=80&w=1080
U003,B0044,black converse all star high top sneaker,https://images.unsplash.com/photo-1605973828881-d32d26aaf2ae?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4NDE4NjB8MHwxfHNlYXJjaHw0NHx8c3BvcnRzJTIwc2hvZXN8ZW58MHx8fHwxNzY1MzU2MzU4fDA&ixlib=rb-4.1.0&q=80&w=1080
U003,B0045,A pair of sneakers on display in a glass case,https://images.unsplash.com/photo-1739132268718-53d64165d29a?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4NDE4NjB8MHwxfHNlYXJjaHw0NXx8c3BvcnRzJTIwc2hvZXN8ZW58MHx8fHwxNzY1MzU2MzU4fDA&ixlib=rb-4.1.0&q=80&w=1080
U003,B0046,a person's feet with white sneakers on a wooden table,https://images.unsplash.com/photo-1636705941762-ae56d531a7d7?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4NDE4NjB8MHwxfHNlYXJjaHw0Nnx8c3BvcnRzJTIwc2hvZXN8ZW58MHx8fHwxNzY1MzU2MzU4fDA&ixlib=rb-4.1.0&q=80&w=1080
U003,B0047,unpaired white Nike low-top shoe,https://images.unsplash.com/photo-1514385295299-4f4327e50847?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4NDE4NjB8MHwxfHNlYXJjaHw0N3x8c3BvcnRzJTIwc2hvZXN8ZW58MHx8fHwxNzY1MzU2MzU4fDA&ixlib=rb-4.1.0&q=80&w=1080
U003,B0048,A pair of nike shoes on display on a wall,https://images.unsplash.com/photo-1739138053555-13321c306033?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4NDE4NjB8MHwxfHNlYXJjaHw0OHx8c3BvcnRzJTIwc2hvZXN8ZW58MHx8fHwxNzY1MzU2MzU4fDA&ixlib=rb-4.1.0&q=80&w=1080
U003,B0049,person wearing white and black nike sneakers,https://images.unsplash.com/photo-1608627511787-eebd47989975?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4NDE4NjB8MHwxfHNlYXJjaHw0OXx8c3BvcnRzJTIwc2hvZXN8ZW58MHx8fHwxNzY1MzU2MzU4fDA&ixlib=rb-4.1.0&q=80&w=1080
U003,B0050,pair of white-and-black Ellesse lace-up low-top sneakers,https://images.unsplash.com/photo-1558599577-7884a4e31e79?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4NDE4NjB8MHwxfHNlYXJjaHw1MHx8c3BvcnRzJTIwc2hvZXN8ZW58MHx8fHwxNzY1MzU2MzU4fDA&ixlib=rb-4.1.0&q=80&w=1080
U003,B0051,close-up photo of black-and-gray Intruder ice skates on frozen body of water,https://images.unsplash.com/photo-1517177646641-83fe10f14633?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4NDE4NjB8MHwxfHNlYXJjaHw1MXx8c3BvcnRzJTIwc2hvZXN8ZW58MHx8fHwxNzY1MzU2MzU4fDA&ixlib=rb-4.1.0&q=80&w=1080
U003,B0052,a pair of sneakers on an orange background,https://images.unsplash.com/photo-1631542204051-7927ce32b94e?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4NDE4NjB8MHwxfHNlYXJjaHw1Mnx8c3BvcnRzJTIwc2hvZXN8ZW58MHx8fHwxNzY1MzU2MzU4fDA&ixlib=rb-4.1.0&q=80&w=1080
U003,B0053,a black and white photo of a basketball shoe,https://images.unsplash.com/photo-1671019793759-077ea7536f10?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4NDE4NjB8MHwxfHNlYXJjaHw1M3x8c3BvcnRzJTIwc2hvZXN8ZW58MHx8fHwxNzY1MzU2MzU4fDA&ixlib=rb-4.1.0&q=80&w=1080
U003,B0054,person wearing white nike air max,https://images.unsplash.com/photo-1589562481113-10555af3f69d?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4NDE4NjB8MHwxfHNlYXJjaHw1NHx8c3BvcnRzJTIwc2hvZXN8ZW58MHx8fHwxNzY1MzU2MzU4fDA&ixlib=rb-4.1.0&q=80&w=1080
U003,B0055,black and white nike athletic shoes,https://images.unsplash.com/photo-1613740104907-d537a85e1274?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4NDE4NjB8MHwxfHNlYXJjaHw1NXx8c3BvcnRzJTIwc2hvZXN8ZW58MHx8fHwxNzY1MzU2MzU4fDA&ixlib=rb-4.1.0&q=80&w=1080
U003,B0056,white and red nike athletic shoes,https://images.unsplash.com/photo-1582229877992-183467c5eee9?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4NDE4NjB8MHwxfHNlYXJjaHw1Nnx8c3BvcnRzJTIwc2hvZXN8ZW58MHx8fHwxNzY1MzU2MzU4fDA&ixlib=rb-4.1.0&q=80&w=1080
U003,B0057,person in black pants and white nike basketball shoes,https://images.unsplash.com/photo-1609864810404-654508b3ec47?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4NDE4NjB8MHwxfHNlYXJjaHw1N3x8c3BvcnRzJTIwc2hvZXN8ZW58MHx8fHwxNzY1MzU2MzU4fDA&ixlib=rb-4.1.0&q=80&w=1080
U003,B0058,Row of colorful athletic shoes with white logos,https://images.unsplash.com/photo-1762943107238-a87f6f7bf6a9?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4NDE4NjB8MHwxfHNlYXJjaHw1OHx8c3BvcnRzJTIwc2hvZXN8ZW58MHx8fHwxNzY1MzU2MzU4fDA&ixlib=rb-4.1.0&q=80&w=1080
U003,B0059,A pair of shoes on display in a glass case,https://images.unsplash.com/photo-1739138054429-be0ef776a03e?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4NDE4NjB8MHwxfHNlYXJjaHw1OXx8c3BvcnRzJTIwc2hvZXN8ZW58MHx8fHwxNzY1MzU2MzU4fDA&ixlib=rb-4.1.0&q=80&w=1080
U003,B0060,black white and red nike air max 90,https://images.unsplash.com/photo-1625515921520-ca6f70457641?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4NDE4NjB8MHwxfHNlYXJjaHw2MHx8c3BvcnRzJTIwc2hvZXN8ZW58MHx8fHwxNzY1MzU2MzU4fDA&ixlib=rb-4.1.0&q=80&w=1080
U004,B0061,person wearing black adidas sneakers,https://images.unsplash.com/photo-1505784045224-1247b2b29cf3?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4NDE4NjB8MHwxfHNlYXJjaHw2MXx8c3BvcnRzJTIwc2hvZXN8ZW58MHx8fHwxNzY1MzU2MzYwfDA&ixlib=rb-4.1.0&q=80&w=1080
U004,B0062,black white and red nike athletic shoe,https://images.unsplash.com/photo-1625515921533-c9195ff2a7e2?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4NDE4NjB8MHwxfHNlYXJjaHw2Mnx8c3BvcnRzJTIwc2hvZXN8ZW58MHx8fHwxNzY1MzU2MzYwfDA&ixlib=rb-4.1.0&q=80&w=1080
U004,B0063,pair of black basketball shoes on gray surface,https://images.unsplash.com/photo-1522669547617-84967777d313?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4NDE4NjB8MHwxfHNlYXJjaHw2M3x8c3BvcnRzJTIwc2hvZXN8ZW58MHx8fHwxNzY1MzU2MzYwfDA&ixlib=rb-4.1.0&q=80&w=1080
U004,B0064,white and red nike athletic shoes,https://images.unsplash.com/photo-1582229911941-ad25e99c9ead?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4NDE4NjB8MHwxfHNlYXJjaHw2NHx8c3BvcnRzJTIwc2hvZXN8ZW58MHx8fHwxNzY1MzU2MzYwfDA&ixlib=rb-4.1.0&q=80&w=1080
U004,B0065,A display case with a shoe on top of it,https://images.unsplash.com/photo-1739132268693-8ba353f0959c?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4NDE4NjB8MHwxfHNlYXJjaHw2NXx8c3BvcnRzJTIwc2hvZXN8ZW58MHx8fHwxNzY1MzU2MzYwfDA&ixlib=rb-4.1.0&q=80&w=1080
U004,B0066,white and red nike air force 1 high,https://images.unsplash.com/photo-1613740105081-e88271c0211f?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4NDE4NjB8MHwxfHNlYXJjaHw2Nnx8c3BvcnRzJTIwc2hvZXN8ZW58MHx8fHwxNzY1MzU2MzYwfDA&ixlib=rb-4.1.0&q=80&w=1080
U004,B0067,person on skateboard,https://images.unsplash.com/photo-1569116011158-3ac1ba68ddba?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4NDE4NjB8MHwxfHNlYXJjaHw2N3x8c3BvcnRzJTIwc2hvZXN8ZW58MHx8fHwxNzY1MzU2MzYwfDA&ixlib=rb-4.1.0&q=80&w=1080
U004,B0068,a pair of white converse sneakers on a basketball court,https://images.unsplash.com/photo-1559924542-af829296ad33?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4NDE4NjB8MHwxfHNlYXJjaHw2OHx8c3BvcnRzJTIwc2hvZXN8ZW58MHx8fHwxNzY1MzU2MzYwfDA&ixlib=rb-4.1.0&q=80&w=1080
U004,B0069,feet with dirty white basketball shoes raised into air under basketball hoop,https://images.unsplash.com/photo-1565668429068-b5e8a2c06fe7?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4NDE4NjB8MHwxfHNlYXJjaHw2OXx8c3BvcnRzJTIwc2hvZXN8ZW58MHx8fHwxNzY1MzU2MzYwfDA&ixlib=rb-4.1.0&q=80&w=1080
U004,B0070,A white running shoe hovering in the air.,https://images.unsplash.com/photo-1746206673199-5b75dcec1018?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4NDE4NjB8MHwxfHNlYXJjaHw3MHx8c3BvcnRzJTIwc2hvZXN8ZW58MHx8fHwxNzY1MzU2MzYwfDA&ixlib=rb-4.1.0&q=80&w=1080
U004,B0071,a man is doing a push up on a running track,https://images.unsplash.com/photo-1638820722152-ca694ab63e7d?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4NDE4NjB8MHwxfHNlYXJjaHw3MXx8c3BvcnRzJTIwc2hvZXN8ZW58MHx8fHwxNzY1MzU2MzYwfDA&ixlib=rb-4.1.0&q=80&w=1080
U004,B0072,person standing on brown and white surface,https://images.unsplash.com/photo-1534185468818-f3eba1d779c0?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4NDE4NjB8MHwxfHNlYXJjaHw3Mnx8c3BvcnRzJTIwc2hvZXN8ZW58MHx8fHwxNzY1MzU2MzYwfDA&ixlib=rb-4.1.0&q=80&w=1080
U004,B0073,man in black long sleeve shirt and black shorts running on green grass field during daytime,https://images.unsplash.com/photo-1630877268428-616cc533239a?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4NDE4NjB8MHwxfHNlYXJjaHw3M3x8c3BvcnRzJTIwc2hvZXN8ZW58MHx8fHwxNzY1MzU2MzYwfDA&ixlib=rb-4.1.0&q=80&w=1080
U004,B0074,person in white nike sneakers standing on tennis court,https://images.unsplash.com/photo-1587683437363-8c2b1e5fbd38?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4NDE4NjB8MHwxfHNlYXJjaHw3NHx8c3BvcnRzJTIwc2hvZXN8ZW58MHx8fHwxNzY1MzU2MzYwfDA&ixlib=rb-4.1.0&q=80&w=1080
